"id","Sid","nid","rand_point","type","source","count","xcoord","ycoord","YLat","XLon","Ylogis","road","date","month","season","class","order","species","D_Culvert","D_StreamCr","D_WaterSo","D_FDrain","D_Ruizi","D_StreamUp","RS_light","RS_AgriFa","RS_Multiuse","RS_Wall","RS_RoadJunc","RS_Facility","RS_Parking","RS_Farm","RS_RoadVS","RS_RoadVP","RS_OpenGP","RS_OpenGV","RS_ShortGr","RS_LongGr","RS_TBottom","RS_Bottom","RS_Bamb","RS_Shrubs","RS_CRW","RS_CRWdw","RS_CRWH","RS_CRWHdw","RS_DryStone","RS_MStoneRW","RS_Net","RS_JerseyB","RS_WBeam","RS_VegSlope","RS_OpDrain","RS_OpDrainB","RS_OpDrainW","RS_OpDrainG","elevation","stramean_025","stramax_025","light_dw025","light_dw050","light_dw100","light_dw150","light_dw200","light_dw250","light_up025","light_up050","light_up100","light_up150","light_up200","light_up250","slpmean_dw025","slpmean_dw050","slpmean_dw100","slpmean_dw150","slpmean_dw200","slpmean_dw250","slpmean_up025","slpmean_up050","slpmean_up100","slpmean_up150","slpmean_up200","slpmean_up250","strasum_dw025","strasum_dw050","strasum_dw100","strasum_dw150","strasum_dw200","strasum_dw250","strasum_up025","strasum_up050","strasum_up100","strasum_up150","strasum_up200","strasum_up250","stramean_dw025","stramean_dw050","stramean_dw100","stramean_dw150","stramean_dw200","stramean_dw250","stramean_up025","stramean_up050","stramean_up100","stramean_up150","stramean_up200","stramean_up250","stramax_dw025","stramax_dw050","stramax_dw100","stramax_dw150","stramax_dw200","stramax_dw250","stramax_up025","stramax_up050","stramax_up100","stramax_up150","stramax_up200","stramax_up250","crop_dw025","crop_dw050","crop_dw100","crop_dw150","crop_dw200","crop_dw250","crop_up025","crop_up050","crop_up100","crop_up150","crop_up200","crop_up250","orchard_dw025","orchard_dw050","orchard_dw100","orchard_dw150","orchard_dw200","orchard_dw250","orchard_up025","orchard_up050","orchard_up100","orchard_up150","orchard_up200","orchard_up250","BLeafF_dw025","BLeafF_dw050","BLeafF_dw100","BLeafF_dw150","BLeafF_dw200","BLeafF_dw250","BLeafF_up025","BLeafF_up050","BLeafF_up100","BLeafF_up150","BLeafF_up200","BLeafF_up250","BambF_dw025","BambF_dw050","BambF_dw100","BambF_dw150","BambF_dw200","BambF_dw250","BambF_up025","BambF_up050","BambF_up100","BambF_up150","BambF_up200","BambF_up250","house_dw025","house_dw050","house_dw100","house_dw150","house_dw200","house_dw250","house_up025","house_up050","house_up100","house_up150","house_up200","house_up250","river_dw025","river_dw050","river_dw100","river_dw150","river_dw200","river_dw250","aspect_E","aspect_N","aspect_S","aspect_W"
2341,NA,NA,2051,"random","random",1,294632.3577,2749278.725,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,6.704488625,120.5861819,162.9555943,15.81952955,40.2448677,117.5941173,2,0,20.96,20.54,9.33,31.22,0,20.67,0,0,0,12.86,12.51,24.74,0,0,17.02,0,0,8.2,0,0,0,18.59,0,8.45,0,0,0,0,38.48,3.83,263.3999939,2.333333333,4,0,1,4,6,7,11,2,5,6,9,9,9,14.07633177,15.00481314,15.01348976,20.0936703,22.74525362,25.68775563,12.09811052,14.88585854,23.08141513,28.41117659,30.45779879,30.61061497,6,16,96,202,305,449,8,26,72,159,266,403,2,1.777777778,2.666666667,2.556962025,2.479674797,2.375661376,2.666666667,2.6,1.756097561,1.673684211,1.430107527,1.370748299,4,4,7,7,7,7,4,4,4,4,4,4,261.6764732,752.7259259,1645.929392,1645.929392,1645.929392,1645.929392,159.6786836,844.4497683,3617.678237,5474.385933,11299.64384,19095.96946,0,0,0,0,659.8876404,1952.65838,0,239.4936566,2592.357941,3523.77983,3523.77983,4452.289481,221.8498896,1346.595633,4702.446884,10486.3143,18641.37602,32001.87541,0,0,4559.497866,19186.30342,43750.85717,60240.31774,0,0,0,2089.329859,6206.493639,10426.91264,8.559433606,1327.792644,1978.582242,5233.068929,9175.755427,20225.57332,0,178.72009,247.028144,247.028144,247.028144,247.028144,419.7539094,715.214901,2028.377673,2028.377673,2028.377673,2771.267115,0,503.7979294,5920.768864,13204.24257,17560.99374,22752.18837,"0","1","0","0"
2342,NA,NA,2052,"random","random",1,294531.1572,2749273.511,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,20.64627407,221.5781422,264.2149715,117.1570761,11.99287188,181.0036267,1,0,0,0,0,0,0,0,50.48,0,0,0,50.42,10.6,0,0,0,0,0,15.5,0,19.16,0,50.32,0,15.69,29.99,0,0,0,0,50.43,258.1799927,2,2,0,0,0,2,8,14,1,2,4,7,14,26,25.95107841,17.18659178,16.09069585,16.00629947,18.67475919,22.37622661,35.10988235,41.52591362,35.57687306,31.01561484,28.86137355,26.35801807,4,33,79,130,202,367,4,19,72,170,320,532,2,3.666666667,3.038461538,2.765957447,2.623376623,2.759398496,2,1.9,1.384615385,1.370967742,1.367521368,1.528735632,2,7,7,7,7,7,2,2,2,4,5,5,24.75575188,254.2894606,1027.973539,1153.737185,1645.929392,1645.929392,0,0,3424.813419,11070.96036,21032.44026,25306.17551,0,0,0,0,0,0,0,0,0,201.3495541,2842.51764,4818.624263,198.5197141,437.6482986,2095.346387,4717.575629,8186.021689,17856.82838,737.531519,3800.261416,12844.28358,20388.58915,33443.62328,48409.45996,0,0,0,1017.911532,3111.265662,6881.473029,0,0,1587.915113,9124.212144,18355.46434,31814.54304,0,0,0,202.6216634,247.028144,247.028144,0,0,195.7056742,1440.705724,3617.240112,6740.740771,327.0604099,1981.686815,6067.089543,9711.707033,13601.7483,22277.80886,"0","1","0","0"
2343,NA,NA,2053,"random","random",1,294973.8043,2747747.767,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,84.59186905,85.1478858,332.5654641,551.154051,48.31514216,127.4035795,1,0,0,0,0.45,0,48.22,0,0,0,47.96,0,47.42,0,0,0,0,0,71.07,5.17,0,0,0,0,10.24,0,0,0,0,28.45,0,63.85,336.3299866,2,3,1,2,5,6,7,8,0,0,0,1,1,1,16.28363991,9.980106115,12.51655955,17.17166745,19.84126514,22.26609344,35.47900963,35.5777689,35.90447583,32.64951495,33.03316532,32.27352991,5,17,82,167,261,356,3,17,65,181,323,476,2.5,1.7,2.484848485,2.385714286,2.230769231,2.106508876,1.5,1.7,1.413043478,1.757281553,1.656410256,1.520766773,3,3,6,6,6,6,2,2,4,4,4,4,0,0,93.29550873,3033.118326,4570.80327,5101.495682,0,0,0,0,3694.800647,6260.239042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1462.527889,8564.497773,21568.08139,38737.42022,729.4520816,3464.821386,13582.26,33271.68364,57094.24878,81388.96056,0,0,0,0,0,0,0,0,2129.540757,5804.15891,13803.06273,34324.70769,0,2.432029319,956.1659309,1383.251481,1383.251481,1383.251481,0,0,0,0,0,0,0,71.33877742,3563.498931,6233.485368,7772.335182,9859.532526,"1","0","0","0"
2344,NA,NA,2054,"random","random",1,295082.2758,2748785.733,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,38.59349994,40.21119744,47.05198424,648.8423367,12.95007693,471.0732879,0,0,34.84,0,0,34.29,0,0,0,0,0,0,0,0,36.6,0,0,0,0,47.57,0,0,0,0,0,47.94,0,49.26,0,0,0,49.4,283.2799988,3,6,0,2,6,9,17,27,0,0,0,0,0,0,12.49110921,11.95032648,9.979912581,12.74910526,13.38678971,13.79722107,26.38938236,27.62379638,31.03282081,33.82839322,37.03011975,37.97234095,13,29,95,160,258,407,2,23,75,173,284,435,4.333333333,3.222222222,2.794117647,2.285714286,2.064,2.024875622,1,2.090909091,1.704545455,1.61682243,1.543478261,1.520979021,6,6,6,6,6,6,1,4,4,4,4,4,0,0,0,311.301087,358.9170753,821.5317979,0,0,0,0,0,514.8308588,0,0,0,211.3032311,646.1343714,2966.713767,0,0,0,0,0,0,0,0,0,5911.939222,15995.23663,28090.19383,750.7797098,3613.413047,16605.42515,38948.69399,65710.74235,97701.76708,0,0,0,0,0,0,0,0,0,178.676021,4908.272519,11878.68929,0,0,0,0,3712.434612,9117.768096,0,0,0,0,0,0,402.756375,1654.387721,3795.086655,6348.267475,9828.013061,14558.32391,"0","1","0","0"
2345,NA,NA,2055,"random","random",1,295277.208,2748646.399,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,177.5226041,279.4684039,104.5412145,471.4257809,57.13396615,574.1546699,3,0,15.52,0,25.3,21.03,13.96,0,0,0,0,0,0,0,21.04,0,0,21.06,0,0,0,0,31.79,0,0,0,0,48.4,0,0,0,48.55,289.6799927,1.4,2,3,6,15,21,30,39,0,0,2,2,2,2,8.610771656,9.444800112,9.66054947,14.68436727,15.73417571,16.3378138,28.05510966,36.30681725,39.84369246,42.49708462,44.45782863,42.47703302,3,11,112,209,341,507,4,11,39,116,190,293,1.5,1.222222222,2.666666667,2.2,1.959770115,1.884758364,1.333333333,1.1,1.083333333,1.46835443,1.397058824,1.362790698,2,2,6,6,6,6,2,2,2,4,4,4,0,0,1011.902846,2988.228448,7899.527954,9469.934756,0,0,0,0,0,0,0,0,0,0,0,328.0830652,0,0,0,0,0,0,415.584896,1581.955608,2392.466237,6405.272533,15110.66395,28766.79958,853.2366692,3475.481341,13499.46743,28880.26586,51392.46254,81755.71929,0,0,0,3249.000289,4861.712998,9651.648576,0,0,0,0,0,0,0,204.3845301,311.349786,384.4833113,5029.461074,10731.11529,0,0,0,0,0,0,0,0,5742.417872,8871.196146,12209.91344,15267.03034,"1","0","0","0"
2346,NA,NA,2056,"random","random",1,295390.0619,2748361.254,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,130.7995488,141.1487197,352.2129714,197.3702196,10.33225023,430.325965,0,0,48.71,0,0,0,0,0,0,0,0,0,0,47.7,0,0,0,0,0,0.55,47.65,0,0,0,0,48.84,0,0.63,39.1,0,0,9.61,304.4400024,2.666666667,6,0,0,4,6,9,14,0,0,0,1,1,4,12.76004378,16.63910079,22.70032635,26.63379355,27.52600651,26.87781115,35.16953278,31.72155228,33.21416249,35.27927389,36.46152585,37.58048222,13,24,99,239,385,563,3,12,39,90,176,280,4.333333333,3,2.357142857,2.276190476,2.015706806,1.908474576,1,1.2,1.147058824,1.343283582,1.454545455,1.497326203,6,6,6,6,6,6,1,2,2,4,4,4,0,0,0,752.4049815,3081.840448,9219.292205,0,0,0,0,0,387.4284333,0,0,853.1447092,3596.039284,11197.05642,20295.997,0,0,0,0,2293.25775,6948.516613,0,1084.67354,7648.471176,16616.52099,29262.40529,43753.31242,802.4036963,3502.364973,13097.79658,25609.38593,41720.85618,62074.65437,0,0,55.76491788,6014.132926,14043.11064,21426.94432,0,0,0,0,0,0,0,0,353.6770549,353.6770549,507.2709281,1845.327256,0,0,0,193.6035118,740.7598213,1917.842643,468.2936177,1581.897975,3658.411958,8206.205465,10060.55566,12197.50589,"0","0","1","0"
2347,NA,NA,2057,"random","random",1,295342.5685,2748343.94,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,97.89638196,98.05513151,324.6682929,168.6125935,19.80556154,381.669691,1,0,48.27,0,0,0,0,0,0,0,0,0,13.34,34.95,0,0,0,0,33.59,12.38,0,0,0,0,0,3.58,8.93,15.91,0,0,0,49.76,305.5400085,1.333333333,2,1,1,1,7,9,13,0,0,1,1,2,4,20.76186307,14.27604177,20.08891597,23.09778351,25.71817015,26.09609502,37.35245132,37.14646669,33.97463029,35.17089375,36.8031511,38.15501588,4,26,82,173,324,484,4,15,64,149,249,373,1.333333333,2.888888889,2.5625,2.276315789,2.25,2.042194093,1.333333333,1.363636364,1.422222222,1.460784314,1.518292683,1.486055777,2,6,6,6,6,6,2,2,4,4,4,4,0,0,38.27732698,881.9128538,2379.950792,7118.056857,0,0,0,0,226.7419252,401.7733661,0,0,1386.107713,3911.657633,8241.494875,16758.40078,0,0,0,1743.383406,5975.538056,7845.196731,0,630.0738324,5111.512121,10951.7886,19030.03168,31755.88209,799.7450316,3734.484357,17032.30729,36097.83383,55260.83292,84715.20326,0,0,0,1022.065159,9020.213629,16284.36566,0,0,0,0,0,0,0,0,0,353.6770549,353.6770549,841.757815,0,0,159.3014401,380.5304121,1128.116775,2035.682775,143.1480897,1216.899787,3149.480384,5820.289951,10504.40917,12187.55086,"0","0","1","0"
2348,NA,NA,2058,"random","random",1,294663.1497,2749288.818,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,38.40641018,88.69225763,132.5470029,4.413491816,44.47874149,86.6154975,2,3.96,10.39,77.03,14.51,48.95,0,17.17,0,0,0,1.79,1.51,20.2,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,34.46,0,264.6799927,2.2,4,1,3,5,5,8,10,1,3,7,8,9,9,4.518538475,14.14474667,17.5438883,20.91603496,24.17595258,26.30192292,9.009693146,13.13070374,19.34927594,25.99544131,32.06750094,31.39670568,2,13,102,218,353,511,9,24,71,140,245,364,1,1.444444444,2.684210526,2.477272727,2.417808219,2.322727273,3,2.4,1.731707317,1.647058824,1.484848485,1.394636015,1,4,7,7,7,7,4,4,4,4,4,4,0,775.3587981,1540.224827,1645.929392,1645.929392,1645.929392,311.0844055,1035.476313,4243.335437,5514.131913,6471.200414,15542.21857,0,0,0,251.8434257,1504.664614,3421.749178,290.1462397,1060.357797,3523.77983,3523.77983,3523.77983,4033.182803,12.99178373,1210.378558,4903.477361,14250.59877,23208.96068,37133.87316,0,0,2357.695582,16744.88805,41223.23628,62515.63462,0,0,0.396788308,2748.892453,7975.491758,15277.35935,0,351.5745616,1776.868501,3890.091161,7925.343956,13694.5666,231.4281281,247.028144,247.028144,247.028144,247.028144,247.028144,8.016277498,729.3113728,2028.377673,2028.377673,2028.377673,2051.743327,0,277.1172072,6175.733114,13074.09581,18725.3226,23335.938,"0","1","0","0"
2349,NA,NA,2059,"random","random",1,295051.4568,2747491.688,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,75.46316214,212.2520769,125.4315841,735.8705492,24.25992788,203.8022831,1,0,0,0,0,0,0,0,0,0,0,0,0,28.54,0,0,0,0,0,21.98,40.39,0,0,0,0,22.04,0,6.04,0,0,47.13,0,346.4299927,1.25,2,1,2,4,8,11,19,0,0,0,0,1,4,23.14487267,16.02898721,18.96102038,22.68513522,22.17960788,23.20696927,32.98317814,38.82194219,39.09747006,36.18781353,33.67425016,32.2875662,3,33,123,230,393,587,2,7,29,72,136,239,1.5,3,2.411764706,2.053571429,1.917073171,1.834375,1,1,1.115384615,1.220338983,1.295238095,1.48447205,2,6,6,6,6,6,1,1,2,3,5,5,0,0,500.006536,1928.975673,2668.455296,2814.026118,604.8031694,2337.811776,2833.834606,3579.079606,3579.079606,3579.079606,0,0,0,21.03651797,740.170607,3178.71942,0,0,268.3554814,2253.047686,4620.977601,4689.523738,152.806162,759.8211891,9156.464932,26315.62213,50420.20713,81378.49372,0,306.2853576,6929.839601,15672.12579,30916.45763,49864.53286,0,0,0,0,0,872.0302693,0,0,183.2697241,1404.088168,1557.090439,2304.657215,0,0,110.4788282,1026.616235,2292.475585,2912.061341,0,0,0,0,0,0,3.954375635,1373.297486,3610.182879,5350.905245,7840.904496,11505.86555,"1","0","0","0"
2350,NA,NA,2060,"random","random",1,295053.7239,2748837.312,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,22.22331037,23.67267616,15.6336108,590.8852498,8.982808339,424.4930034,0,0,0,0,0,0,0,0,0,0,0,0,9.47,0,0,0,0,0,0,47.83,0,0,0,0,0,48.13,0,48.5,0,25.53,13.38,9.72,277.0799866,2,6,0,2,3,11,18,29,0,0,0,0,0,0,26.51030731,13.796173,12.36671016,13.10912264,14.42277698,15.3467191,37.6643734,34.19891124,31.35579806,32.07466041,33.46979189,36.66205927,8,33,91,181,303,454,2,16,64,146,267,412,2.666666667,3.3,2.527777778,2.234567901,2.179856115,2.111627907,1,1.777777778,1.523809524,1.553191489,1.561403509,1.525925926,6,6,6,6,6,6,1,4,4,4,4,4,0,0,37.24834103,429.9330165,870.486002,902.8606395,0,0,0,56.58447056,514.8308588,514.8308588,0,0,0,548.1082566,626.6030778,3656.05053,0,0,0,0,0,0,0,0,1286.550309,7805.003261,19676.2582,31444.66928,763.8996367,3523.907836,15328.13545,32450.42485,53689.77298,90279.3496,0,0,0,0,0,0,0,0,0,3248.000624,10945.12235,13180.65853,0,0,0,55.69367534,2827.162537,7787.03503,0,0,0,0,0,0,710.7877893,2007.849035,4489.096713,7502.806347,11744.88989,16590.36599,"1","0","0","0"
2351,NA,NA,2061,"random","random",1,295447.331,2748401.74,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,124.855723,210.5123531,401.7902087,258.6070984,28.9883839,500.4586109,2,0,43.8,0,0,9.73,0,0,0,0,23,19.3,4.63,14.6,0,0,0,0,0,0,47.71,0,13.45,0,0,0,0,0,48.49,0,0,0,303.980011,1.2,2,2,3,4,6,10,18,0,0,0,0,0,3,15.30313396,11.34103532,28.48903231,29.72791241,28.89864899,28.04345977,17.59484005,24.11844308,30.96349985,34.19053297,37.19414984,38.1043335,3,41,150,274,418,630,3,9,27,47,90,171,1,3.727272727,2.727272727,2.044776119,1.76371308,1.73553719,1.5,1.285714286,1.227272727,1.175,1.25,1.425,1,6,6,6,6,6,2,2,2,2,3,4,0,0,0,374.9890871,4804.978804,9712.790499,0,0,0,0,0,0,0,0,1037.246784,2581.617451,6990.661481,19023.10368,0,0,0,0,0,943.3517799,0,366.3985788,10791.67456,26726.87288,45250.6997,63183.21594,642.5261918,2410.334141,7711.092091,15316.05817,26751.44455,44064.73146,0,0,1637.948464,10500.06152,19680.21696,27985.07183,0,0,0,0,0,0,296.3291472,353.6770549,353.6770549,523.6578814,2166.437867,2417.479143,0,0,0,0,0,367.0973527,0,2007.264069,5163.307632,7246.88853,8201.659071,11176.2942,"1","0","0","0"
2352,NA,NA,2062,"random","random",1,294935.064,2749061.857,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,275.2432034,274.9700689,21.20775482,346.8144697,5.915224789,246.9640522,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.52,0,0,0,45.64,3.89,32.32,0,45.99,0,17.38,0,0,49.9,0,272.5799866,1,1,1,2,9,14,16,20,0,0,0,0,0,0,33.77484703,17.65053654,15.52675949,19.34821053,23.76729254,25.29440522,39.67764918,40.52607994,40.4290731,40.35031373,38.18619679,35.98354314,2,31,105,217,340,513,3,12,51,123,201,308,1,3.1,2.916666667,2.552941176,2.297297297,2.155462185,1,1.2,1.243902439,1.351648352,1.25625,1.241935484,1,6,7,7,7,7,1,2,3,3,3,3,0,8.630555463,710.4626638,1026.875631,1026.875631,1385.353491,0,0,338.3251322,514.8308588,514.8308588,514.8308588,0,0,185.4567465,2768.069363,9104.148237,15239.16392,0,0,0,0,0,0,8.776682123,227.4261348,3696.913409,9293.886496,21941.96412,38530.08269,725.1691864,3489.097508,12929.17891,30269.00049,54171.90875,73221.70457,0,0,0.197476145,1191.754891,1327.968677,5641.245235,0,87.89926953,2167.372339,4138.953327,7362.815233,22740.90976,0,0,464.9294229,886.1340188,915.4361615,915.4361615,0,0,0,0,0,0,623.1248325,2424.596277,6485.501662,10735.9535,16027.18401,20216.55727,"1","0","0","0"
2353,NA,NA,2063,"random","random",1,294872.4712,2749199.545,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,156.6414787,156.4129664,110.5659187,218.4020755,16.85927749,130.4019042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.5,0,0,48.64,0,0,48.74,0,0,267.8699951,1.833333333,3,1,1,3,4,10,20,0,0,0,0,2,5,25.07186572,20.22391696,27.02636649,27.47525382,27.48934998,26.86940188,34.55443192,38.15305328,40.49259151,38.19451768,34.71919203,33.74154493,5,32,101,224,365,573,6,17,52,104,189,298,1.666666667,3.2,2.657894737,2.461538462,2.172619048,2.083636364,2,1.888888889,1.368421053,1.268292683,1.35,1.439613527,3,7,7,7,7,7,3,3,3,3,4,4,0,0,0,0,489.0557239,1457.283617,0,0,0,1468.004537,2514.632103,4402.978386,0,0,32.1791374,2713.30525,7782.541249,18494.70886,0,0,0,476.1980992,3118.055928,3523.77983,502.5662258,1057.204048,5897.471763,15782.10672,30595.77646,47703.12581,723.1564807,3384.48806,12125.06543,27113.79588,44256.68235,60531.88709,0,0,1933.505304,3810.171789,7531.957137,12995.46371,0,0,2248.387462,2409.603491,3186.202762,9262.754084,0,0,0,0,232.6875667,846.3795614,0,0,0,0,446.9052249,1773.036217,251.8009967,2354.757786,6394.733231,10052.20348,14335.18607,18762.70382,"0","1","0","0"
2354,NA,NA,2064,"random","random",1,294527.3197,2749464.894,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,128.464571,279.0855105,326.3329288,109.6071706,5.576230606,278.3997982,1,0,0,0,0,0,0,0,0,0,0,0,0,16.9,0,8.18,0,0,12.32,26.16,0,0,0,0,0,26.03,17.02,35.51,12.68,35.43,0,0,251.1399994,4,7,1,3,5,6,14,22,0,0,1,4,11,21,7.952722311,17.76367418,26.94674506,27.28357367,27.34789238,26.77166932,26.32556629,22.34152901,24.50549035,25.03241375,25.46007113,25.45355226,14,45,164,315,507,713,2,8,24,45,98,186,7,3.75,2.877192982,2.333333333,2.1125,1.986072423,1,1,1.090909091,1.153846154,1.38028169,1.5,7,7,7,7,7,7,1,1,2,2,5,5,0,0,0,1414.047159,3610.42065,9337.548139,458.5432583,1479.900612,3776.494906,4646.483656,5323.114162,8982.155686,0,0,0,0,0,1292.675663,0,0,0,69.78814858,349.0707386,672.963423,26.45124095,655.3073085,6024.910681,20781.0304,42855.36578,59845.16899,208.6275356,1015.625448,3047.853027,6336.51865,10096.559,15477.43044,0,319.3325688,6050.282169,15423.86175,23863.65838,38357.01354,0,0,337.3726368,1954.638675,4683.303733,7829.307521,0,0,0,0,0,335.7428097,0,0,286.9575569,1571.756862,1571.756862,2927.168481,758.0573766,3207.963569,9291.458291,14114.59675,21041.23135,25500.82372,"0","1","0","0"
2355,NA,NA,2065,"random","random",1,294581.3636,2749267.644,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,35.66203413,172.7292851,214.2397863,67.79101769,25.34227007,143.1860768,0,0,0,0,0,0,0,11.17,0,0,0,0,0,0,0,0,0,0,0,48.17,0,0,0,48.84,0,48.56,0,0,0,0,0,48.94,262.5499878,1.5,2,0,0,1,5,7,10,0,3,7,8,9,17,18.51268832,16.78621113,14.59908631,17.02602457,20.54679202,23.23734699,23.63393211,26.78960285,33.3198551,30.91520863,29.05532854,28.92996736,5,18,95,161,240,389,4,15,78,172,300,483,1.666666667,2.25,2.878787879,2.728813559,2.580645161,2.628378378,1.333333333,1.5,1.772727273,1.495652174,1.388888889,1.441791045,2,7,7,7,7,7,2,2,4,4,4,5,427.4264583,1011.53518,1033.394205,1645.929392,1645.929392,1645.929392,214.6930447,974.4519206,2825.443627,7668.554217,18006.47741,23118.0959,0,0,0,0,0,631.8066799,0,0,198.9373305,2700.152336,3523.77983,4902.173996,326.2982952,846.8598064,3635.402242,6221.762409,12067.91495,23602.71438,398.0613639,1669.603121,8714.231822,23366.20379,39154.93067,56177.41568,0,0,0,1517.019884,3869.475957,6801.656925,30.10142542,574.7848684,3097.324619,6268.851498,14291.26103,29336.72024,0,0,168.223503,247.028144,247.028144,247.028144,0,207.5509628,1417.17285,2028.377673,2053.477107,4552.421,0,1299.468484,6563.013017,11158.01256,15097.28262,22128.17728,"0","1","0","0"
2356,NA,NA,2066,"random","random",1,294856.6943,2749219.862,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,131.6754278,131.4672431,85.05103747,196.0200938,12.92412869,109.5390366,1,0,0,0,0,0,0,0,0,0,0,0,0,5.63,0,0,0,0,0,0,0,0,0,23.03,0,0,48.57,25.34,0,48.73,0,0,268.3500061,2,3,1,1,2,5,9,18,0,0,0,1,5,6,24.13418388,20.7104801,24.77273596,28.38296964,27.86334834,27.52383528,39.36678505,42.59474258,38.51900496,35.82336037,33.59582811,33.42532818,6,34,102,219,373,582,4,16,53,108,183,287,2,3.090909091,2.833333333,2.329787234,2.220238095,2.049295775,2,1.6,1.325,1.301204819,1.326086957,1.420792079,3,7,7,7,7,7,3,3,3,3,4,4,0,0,0,0,710.9324906,1327.312928,0,0,389.4128812,1868.876956,2934.820744,4389.178986,0,0,341.3480429,1483.958403,6313.861842,15610.00589,0,0,0,1718.916803,3523.77983,3523.77983,387.0720167,868.5833982,4762.64318,17393.02068,32770.30727,49849.75533,729.0728424,3382.039334,12768.90657,25139.46488,41567.0178,57170.4197,0,13.893553,2086.024112,4360.71682,8881.568395,16859.35169,0,0,1052.492103,2409.603491,3263.40084,9941.087173,0,0,0,0,14.59562906,846.3795614,0,0,0,0,1087.517224,2024.372552,360.8519114,2534.715529,6463.674746,9393.402201,14096.78308,18782.27262,"1","0","0","0"
2357,NA,NA,2067,"random","random",1,294837.6719,2749244.36,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,102.0767257,101.9071966,54.55189024,170.2947736,12.23504839,86.20911755,1,0,0,0,0,0,0,0,0,0,0,0,0,36.87,0,0,0,0,0,0,0,0,5.37,0,0,0,43.31,48.38,0,48.65,0,0,267.3099976,1.333333333,2,1,2,2,5,9,14,0,0,0,2,5,7,26.7283783,19.03841808,25.62004982,28.30817427,28.70568152,27.70080487,47.58054352,43.24276524,36.05940904,32.99093661,32.68339254,32.94465483,3,38,112,224,381,597,5,13,50,108,182,279,1.5,3.8,2.731707317,2.357894737,2.140449438,2.037542662,1.25,1.3,1.388888889,1.333333333,1.4,1.43814433,2,7,7,7,7,7,2,2,3,3,4,4,0,0,0,16.61335716,616.902801,1757.446848,0,0,1541.207129,2542.291786,3439.533682,5174.957603,0,0,393.3609357,1674.906869,5144.006275,13421.40849,0,0,235.6762513,2929.056138,3523.77983,3523.77983,306.5366974,683.268425,4776.520153,17542.91933,34528.43384,53350.75587,725.1659489,3287.947964,11759.27599,22156.8591,37673.21282,52749.3828,0,132.542229,2026.764383,5124.163072,11191.27138,20097.47373,0,0,0,2039.019567,3687.41477,9890.081756,0,0,0,0,247.028144,365.4539746,0,0,0,167.6622041,1576.181434,2028.377673,428.9250995,2659.97347,6305.892701,9541.746554,13529.17726,18687.16596,"1","0","0","0"
2358,NA,NA,2068,"random","random",1,294978.9332,2747758.709,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,96.67673204,97.23286364,321.7426689,539.4227218,45.65250504,116.5843535,0,0,0,0,0,0,47.52,0,0,0,47.15,0,47.7,0,0,0,0,0,51.36,16.54,0,0,0,0,0,0,0,0,3.29,16.28,0,62.69,334.3800049,2.2,3,0,2,5,6,7,8,0,0,0,1,1,1,13.4238507,10.15938218,10.95746911,17.33935364,19.793785,22.42576682,36.1429081,35.31133318,36.29527797,32.1210375,32.89987223,32.08381143,8,17,75,164,257,358,3,19,59,184,318,477,2.666666667,1.888888889,2.5,2.309859155,2.274336283,2.093567251,1.5,1.583333333,1.372093023,1.735849057,1.664921466,1.51910828,3,3,6,6,6,6,2,2,2,4,4,4,0,0,174.7591516,2787.734499,4568.673357,5187.110312,0,0,0,53.34963999,4070.552512,6539.430359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1258.877657,8442.034495,21721.6643,39253.62349,795.1546582,3800.633965,12827.85201,32061.4616,55869.21231,80028.74619,0,0,0,0,0,0,0,0,3281.368954,7365.121165,14651.86829,34997.51351,0,0,639.2564644,1383.251481,1383.251481,1383.251481,0,0,0,0,0,0,0,112.3461065,3748.696646,6382.833614,7876.902925,9874.727811,"1","0","0","0"
